Vendor,device_type,model,mac_address,serial_number,band_type
Huawei,ONU,G-140W-C,AA:BB:55:00:0F:55,SN-ONU-03925,dual_band
Nokia,Router,Archer C6,AA:BB:56:00:0F:56,SN-Router-03926,single_band
ZTE,Modem,MB8600,AA:BB:57:00:0F:57,SN-Modem-03927,dual_band
TP-Link,Access Point,EAP225,AA:BB:58:00:0F:58,SN-AccessPoint-03928,single_band
Cisco,Switch,SG108,AA:BB:59:00:0F:59,SN-Switch-03929,dual_band
Huawei,ONT,HG8145V5,AA:BB:5A:00:0F:5A,SN-ONT-03930,single_band
Nokia,ONU,G-140W-C,AA:BB:5B:00:0F:5B,SN-ONU-03931,dual_band
ZTE,Router,Archer C6,AA:BB:5C:00:0F:5C,SN-Router-03932,single_band
TP-Link,Modem,MB8600,AA:BB:5D:00:0F:5D,SN-Modem-03933,dual_band
Cisco,Access Point,EAP225,AA:BB:5E:00:0F:5E,SN-AccessPoint-03934,single_band
Huawei,Switch,SG108,AA:BB:5F:00:0F:5F,SN-Switch-03935,dual_band
Nokia,ONT,HG8145V5,AA:BB:60:00:0F:60,SN-ONT-03936,single_band
ZTE,ONU,G-140W-C,AA:BB:61:00:0F:61,SN-ONU-03937,dual_band
TP-Link,Router,Archer C6,AA:BB:62:00:0F:62,SN-Router-03938,single_band
Cisco,Modem,MB8600,AA:BB:63:00:0F:63,SN-Modem-03939,dual_band
Huawei,Access Point,EAP225,AA:BB:64:00:0F:64,SN-AccessPoint-03940,single_band
Nokia,Switch,SG108,AA:BB:65:00:0F:65,SN-Switch-03941,dual_band
ZTE,ONT,HG8145V5,AA:BB:66:00:0F:66,SN-ONT-03942,single_band
TP-Link,ONU,G-140W-C,AA:BB:67:00:0F:67,SN-ONU-03943,dual_band
Cisco,Router,Archer C6,AA:BB:68:00:0F:68,SN-Router-03944,single_band
Huawei,Modem,MB8600,AA:BB:69:00:0F:69,SN-Modem-03945,dual_band
Nokia,Access Point,EAP225,AA:BB:6A:00:0F:6A,SN-AccessPoint-03946,single_band
ZTE,Switch,SG108,AA:BB:6B:00:0F:6B,SN-Switch-03947,dual_band
TP-Link,ONT,HG8145V5,AA:BB:6C:00:0F:6C,SN-ONT-03948,single_band
Cisco,ONU,G-140W-C,AA:BB:6D:00:0F:6D,SN-ONU-03949,dual_band
Huawei,Router,Archer C6,AA:BB:6E:00:0F:6E,SN-Router-03950,single_band
Nokia,Modem,MB8600,AA:BB:6F:00:0F:6F,SN-Modem-03951,dual_band
ZTE,Access Point,EAP225,AA:BB:70:00:0F:70,SN-AccessPoint-03952,single_band
TP-Link,Switch,SG108,AA:BB:71:00:0F:71,SN-Switch-03953,dual_band
Cisco,ONT,HG8145V5,AA:BB:72:00:0F:72,SN-ONT-03954,single_band
Huawei,ONU,G-140W-C,AA:BB:73:00:0F:73,SN-ONU-03955,dual_band
Nokia,Router,Archer C6,AA:BB:74:00:0F:74,SN-Router-03956,single_band
ZTE,Modem,MB8600,AA:BB:75:00:0F:75,SN-Modem-03957,dual_band
TP-Link,Access Point,EAP225,AA:BB:76:00:0F:76,SN-AccessPoint-03958,single_band
Cisco,Switch,SG108,AA:BB:77:00:0F:77,SN-Switch-03959,dual_band
Huawei,ONT,HG8145V5,AA:BB:78:00:0F:78,SN-ONT-03960,single_band
Nokia,ONU,G-140W-C,AA:BB:79:00:0F:79,SN-ONU-03961,dual_band
ZTE,Router,Archer C6,AA:BB:7A:00:0F:7A,SN-Router-03962,single_band
TP-Link,Modem,MB8600,AA:BB:7B:00:0F:7B,SN-Modem-03963,dual_band
Cisco,Access Point,EAP225,AA:BB:7C:00:0F:7C,SN-AccessPoint-03964,single_band
Huawei,Switch,SG108,AA:BB:7D:00:0F:7D,SN-Switch-03965,dual_band
Nokia,ONT,HG8145V5,AA:BB:7E:00:0F:7E,SN-ONT-03966,single_band
ZTE,ONU,G-140W-C,AA:BB:7F:00:0F:7F,SN-ONU-03967,dual_band
TP-Link,Router,Archer C6,AA:BB:80:00:10:80,SN-Router-03968,single_band
Cisco,Modem,MB8600,AA:BB:81:00:10:81,SN-Modem-03969,dual_band
Huawei,Access Point,EAP225,AA:BB:82:00:10:82,SN-AccessPoint-03970,single_band
Nokia,Switch,SG108,AA:BB:83:00:10:83,SN-Switch-03971,dual_band
ZTE,ONT,HG8145V5,AA:BB:84:00:10:84,SN-ONT-03972,single_band
TP-Link,ONU,G-140W-C,AA:BB:85:00:10:85,SN-ONU-03973,dual_band
Cisco,Router,Archer C6,AA:BB:86:00:10:86,SN-Router-03974,single_band
Huawei,Modem,MB8600,AA:BB:87:00:10:87,SN-Modem-03975,dual_band
Nokia,Access Point,EAP225,AA:BB:88:00:10:88,SN-AccessPoint-03976,single_band
ZTE,Switch,SG108,AA:BB:89:00:10:89,SN-Switch-03977,dual_band
TP-Link,ONT,HG8145V5,AA:BB:8A:00:10:8A,SN-ONT-03978,single_band
Cisco,ONU,G-140W-C,AA:BB:8B:00:10:8B,SN-ONU-03979,dual_band
Huawei,Router,Archer C6,AA:BB:8C:00:10:8C,SN-Router-03980,single_band
Nokia,Modem,MB8600,AA:BB:8D:00:10:8D,SN-Modem-03981,dual_band
ZTE,Access Point,EAP225,AA:BB:8E:00:10:8E,SN-AccessPoint-03982,single_band
TP-Link,Switch,SG108,AA:BB:8F:00:10:8F,SN-Switch-03983,dual_band
Cisco,ONT,HG8145V5,AA:BB:90:00:10:90,SN-ONT-03984,single_band
Huawei,ONU,G-140W-C,AA:BB:91:00:10:91,SN-ONU-03985,dual_band
Nokia,Router,Archer C6,AA:BB:92:00:10:92,SN-Router-03986,single_band
ZTE,Modem,MB8600,AA:BB:93:00:10:93,SN-Modem-03987,dual_band
TP-Link,Access Point,EAP225,AA:BB:94:00:10:94,SN-AccessPoint-03988,single_band
Cisco,Switch,SG108,AA:BB:95:00:10:95,SN-Switch-03989,dual_band
Huawei,ONT,HG8145V5,AA:BB:96:00:10:96,SN-ONT-03990,single_band
Nokia,ONU,G-140W-C,AA:BB:97:00:10:97,SN-ONU-03991,dual_band
ZTE,Router,Archer C6,AA:BB:98:00:10:98,SN-Router-03992,single_band
TP-Link,Modem,MB8600,AA:BB:99:00:10:99,SN-Modem-03993,dual_band
Cisco,Access Point,EAP225,AA:BB:9A:00:10:9A,SN-AccessPoint-03994,single_band
Huawei,Switch,SG108,AA:BB:9B:00:10:9B,SN-Switch-03995,dual_band
Nokia,ONT,HG8145V5,AA:BB:9C:00:10:9C,SN-ONT-03996,single_band
ZTE,ONU,G-140W-C,AA:BB:9D:00:10:9D,SN-ONU-03997,dual_band
TP-Link,Router,Archer C6,AA:BB:9E:00:10:9E,SN-Router-03998,single_band
Cisco,Modem,MB8600,AA:BB:9F:00:10:9F,SN-Modem-03999,dual_band
Huawei,Access Point,EAP225,AA:BB:A0:00:10:A0,SN-AccessPoint-04000,single_band
Nokia,Switch,SG108,AA:BB:A1:00:10:A1,SN-Switch-04001,dual_band
ZTE,ONT,HG8145V5,AA:BB:A2:00:10:A2,SN-ONT-04002,single_band
TP-Link,ONU,G-140W-C,AA:BB:A3:00:10:A3,SN-ONU-04003,dual_band
Cisco,Router,Archer C6,AA:BB:A4:00:10:A4,SN-Router-04004,single_band
Huawei,Modem,MB8600,AA:BB:A5:00:10:A5,SN-Modem-04005,dual_band
Nokia,Access Point,EAP225,AA:BB:A6:00:10:A6,SN-AccessPoint-04006,single_band
ZTE,Switch,SG108,AA:BB:A7:00:10:A7,SN-Switch-04007,dual_band
TP-Link,ONT,HG8145V5,AA:BB:A8:00:10:A8,SN-ONT-04008,single_band
Cisco,ONU,G-140W-C,AA:BB:A9:00:10:A9,SN-ONU-04009,dual_band
Huawei,Router,Archer C6,AA:BB:AA:00:10:AA,SN-Router-04010,single_band
Nokia,Modem,MB8600,AA:BB:AB:00:10:AB,SN-Modem-04011,dual_band
ZTE,Access Point,EAP225,AA:BB:AC:00:10:AC,SN-AccessPoint-04012,single_band
TP-Link,Switch,SG108,AA:BB:AD:00:10:AD,SN-Switch-04013,dual_band
Cisco,ONT,HG8145V5,AA:BB:AE:00:10:AE,SN-ONT-04014,single_band
Huawei,ONU,G-140W-C,AA:BB:AF:00:10:AF,SN-ONU-04015,dual_band
Nokia,Router,Archer C6,AA:BB:B0:00:10:B0,SN-Router-04016,single_band
ZTE,Modem,MB8600,AA:BB:B1:00:10:B1,SN-Modem-04017,dual_band
TP-Link,Access Point,EAP225,AA:BB:B2:00:10:B2,SN-AccessPoint-04018,single_band
Cisco,Switch,SG108,AA:BB:B3:00:10:B3,SN-Switch-04019,dual_band
Huawei,ONT,HG8145V5,AA:BB:B4:00:10:B4,SN-ONT-04020,single_band
Nokia,ONU,G-140W-C,AA:BB:B5:00:10:B5,SN-ONU-04021,dual_band
ZTE,Router,Archer C6,AA:BB:B6:00:10:B6,SN-Router-04022,single_band
TP-Link,Modem,MB8600,AA:BB:B7:00:10:B7,SN-Modem-04023,dual_band
Cisco,Access Point,EAP225,AA:BB:B8:00:10:B8,SN-AccessPoint-04024,single_band
Huawei,Switch,SG108,AA:BB:B9:00:10:B9,SN-Switch-04025,dual_band
Nokia,ONT,HG8145V5,AA:BB:BA:00:10:BA,SN-ONT-04026,single_band
ZTE,ONU,G-140W-C,AA:BB:BB:00:10:BB,SN-ONU-04027,dual_band
TP-Link,Router,Archer C6,AA:BB:BC:00:10:BC,SN-Router-04028,single_band
Cisco,Modem,MB8600,AA:BB:BD:00:10:BD,SN-Modem-04029,dual_band
Huawei,Access Point,EAP225,AA:BB:BE:00:10:BE,SN-AccessPoint-04030,single_band
Nokia,Switch,SG108,AA:BB:BF:00:10:BF,SN-Switch-04031,dual_band
ZTE,ONT,HG8145V5,AA:BB:C0:00:10:C0,SN-ONT-04032,single_band
TP-Link,ONU,G-140W-C,AA:BB:C1:00:10:C1,SN-ONU-04033,dual_band
Cisco,Router,Archer C6,AA:BB:C2:00:10:C2,SN-Router-04034,single_band
Huawei,Modem,MB8600,AA:BB:C3:00:10:C3,SN-Modem-04035,dual_band
Nokia,Access Point,EAP225,AA:BB:C4:00:10:C4,SN-AccessPoint-04036,single_band
ZTE,Switch,SG108,AA:BB:C5:00:10:C5,SN-Switch-04037,dual_band
TP-Link,ONT,HG8145V5,AA:BB:C6:00:10:C6,SN-ONT-04038,single_band
Cisco,ONU,G-140W-C,AA:BB:C7:00:10:C7,SN-ONU-04039,dual_band
Huawei,Router,Archer C6,AA:BB:C8:00:10:C8,SN-Router-04040,single_band
Nokia,Modem,MB8600,AA:BB:C9:00:10:C9,SN-Modem-04041,dual_band
ZTE,Access Point,EAP225,AA:BB:CA:00:10:CA,SN-AccessPoint-04042,single_band
TP-Link,Switch,SG108,AA:BB:CB:00:10:CB,SN-Switch-04043,dual_band
Cisco,ONT,HG8145V5,AA:BB:CC:00:10:CC,SN-ONT-04044,single_band
Huawei,ONU,G-140W-C,AA:BB:CD:00:10:CD,SN-ONU-04045,dual_band
Nokia,Router,Archer C6,AA:BB:CE:00:10:CE,SN-Router-04046,single_band
ZTE,Modem,MB8600,AA:BB:CF:00:10:CF,SN-Modem-04047,dual_band
TP-Link,Access Point,EAP225,AA:BB:D0:00:10:D0,SN-AccessPoint-04048,single_band
Cisco,Switch,SG108,AA:BB:D1:00:10:D1,SN-Switch-04049,dual_band
Huawei,ONT,HG8145V5,AA:BB:D2:00:10:D2,SN-ONT-04050,single_band
Nokia,ONU,G-140W-C,AA:BB:D3:00:10:D3,SN-ONU-04051,dual_band
ZTE,Router,Archer C6,AA:BB:D4:00:10:D4,SN-Router-04052,single_band
TP-Link,Modem,MB8600,AA:BB:D5:00:10:D5,SN-Modem-04053,dual_band
Cisco,Access Point,EAP225,AA:BB:D6:00:10:D6,SN-AccessPoint-04054,single_band
Huawei,Switch,SG108,AA:BB:D7:00:10:D7,SN-Switch-04055,dual_band
Nokia,ONT,HG8145V5,AA:BB:D8:00:10:D8,SN-ONT-04056,single_band
ZTE,ONU,G-140W-C,AA:BB:D9:00:10:D9,SN-ONU-04057,dual_band
TP-Link,Router,Archer C6,AA:BB:DA:00:10:DA,SN-Router-04058,single_band
Cisco,Modem,MB8600,AA:BB:DB:00:10:DB,SN-Modem-04059,dual_band
Huawei,Access Point,EAP225,AA:BB:DC:00:10:DC,SN-AccessPoint-04060,single_band
Nokia,Switch,SG108,AA:BB:DD:00:10:DD,SN-Switch-04061,dual_band
ZTE,ONT,HG8145V5,AA:BB:DE:00:10:DE,SN-ONT-04062,single_band
TP-Link,ONU,G-140W-C,AA:BB:DF:00:10:DF,SN-ONU-04063,dual_band
Cisco,Router,Archer C6,AA:BB:E0:00:10:E0,SN-Router-04064,single_band
Huawei,Modem,MB8600,AA:BB:E1:00:10:E1,SN-Modem-04065,dual_band
Nokia,Access Point,EAP225,AA:BB:E2:00:10:E2,SN-AccessPoint-04066,single_band
ZTE,Switch,SG108,AA:BB:E3:00:10:E3,SN-Switch-04067,dual_band
TP-Link,ONT,HG8145V5,AA:BB:E4:00:10:E4,SN-ONT-04068,single_band
Cisco,ONU,G-140W-C,AA:BB:E5:00:10:E5,SN-ONU-04069,dual_band
Huawei,Router,Archer C6,AA:BB:E6:00:10:E6,SN-Router-04070,single_band
Nokia,Modem,MB8600,AA:BB:E7:00:10:E7,SN-Modem-04071,dual_band
ZTE,Access Point,EAP225,AA:BB:E8:00:10:E8,SN-AccessPoint-04072,single_band
TP-Link,Switch,SG108,AA:BB:E9:00:10:E9,SN-Switch-04073,dual_band
Cisco,ONT,HG8145V5,AA:BB:EA:00:10:EA,SN-ONT-04074,single_band
Huawei,ONU,G-140W-C,AA:BB:EB:00:10:EB,SN-ONU-04075,dual_band
Nokia,Router,Archer C6,AA:BB:EC:00:10:EC,SN-Router-04076,single_band
ZTE,Modem,MB8600,AA:BB:ED:00:10:ED,SN-Modem-04077,dual_band
TP-Link,Access Point,EAP225,AA:BB:EE:00:10:EE,SN-AccessPoint-04078,single_band
Cisco,Switch,SG108,AA:BB:EF:00:10:EF,SN-Switch-04079,dual_band
Huawei,ONT,HG8145V5,AA:BB:F0:00:10:F0,SN-ONT-04080,single_band
Nokia,ONU,G-140W-C,AA:BB:F1:00:10:F1,SN-ONU-04081,dual_band
ZTE,Router,Archer C6,AA:BB:F2:00:10:F2,SN-Router-04082,single_band
TP-Link,Modem,MB8600,AA:BB:F3:00:10:F3,SN-Modem-04083,dual_band
Cisco,Access Point,EAP225,AA:BB:F4:00:10:F4,SN-AccessPoint-04084,single_band
Huawei,Switch,SG108,AA:BB:F5:00:10:F5,SN-Switch-04085,dual_band
Nokia,ONT,HG8145V5,AA:BB:F6:00:10:F6,SN-ONT-04086,single_band
ZTE,ONU,G-140W-C,AA:BB:F7:00:10:F7,SN-ONU-04087,dual_band
TP-Link,Router,Archer C6,AA:BB:F8:00:10:F8,SN-Router-04088,single_band
Cisco,Modem,MB8600,AA:BB:F9:00:10:F9,SN-Modem-04089,dual_band
Huawei,Access Point,EAP225,AA:BB:FA:00:10:FA,SN-AccessPoint-04090,single_band
Nokia,Switch,SG108,AA:BB:FB:00:10:FB,SN-Switch-04091,dual_band
ZTE,ONT,HG8145V5,AA:BB:FC:00:10:FC,SN-ONT-04092,single_band
TP-Link,ONU,G-140W-C,AA:BB:FD:00:10:FD,SN-ONU-04093,dual_band
Cisco,Router,Archer C6,AA:BB:FE:00:10:FE,SN-Router-04094,single_band
Huawei,Modem,MB8600,AA:BB:FF:00:10:FF,SN-Modem-04095,dual_band
Nokia,Access Point,EAP225,AA:BB:00:00:10:00,SN-AccessPoint-04096,single_band
ZTE,Switch,SG108,AA:BB:01:00:10:01,SN-Switch-04097,dual_band
TP-Link,ONT,HG8145V5,AA:BB:02:00:10:02,SN-ONT-04098,single_band
Cisco,ONU,G-140W-C,AA:BB:03:00:10:03,SN-ONU-04099,dual_band
Huawei,Router,Archer C6,AA:BB:04:00:10:04,SN-Router-04100,single_band
Nokia,Modem,MB8600,AA:BB:05:00:10:05,SN-Modem-04101,dual_band
ZTE,Access Point,EAP225,AA:BB:06:00:10:06,SN-AccessPoint-04102,single_band
TP-Link,Switch,SG108,AA:BB:07:00:10:07,SN-Switch-04103,dual_band
Cisco,ONT,HG8145V5,AA:BB:08:00:10:08,SN-ONT-04104,single_band
Huawei,ONU,G-140W-C,AA:BB:09:00:10:09,SN-ONU-04105,dual_band
Nokia,Router,Archer C6,AA:BB:0A:00:10:0A,SN-Router-04106,single_band
ZTE,Modem,MB8600,AA:BB:0B:00:10:0B,SN-Modem-04107,dual_band
TP-Link,Access Point,EAP225,AA:BB:0C:00:10:0C,SN-AccessPoint-04108,single_band
Cisco,Switch,SG108,AA:BB:0D:00:10:0D,SN-Switch-04109,dual_band
Huawei,ONT,HG8145V5,AA:BB:0E:00:10:0E,SN-ONT-04110,single_band
Nokia,ONU,G-140W-C,AA:BB:0F:00:10:0F,SN-ONU-04111,dual_band
ZTE,Router,Archer C6,AA:BB:10:00:10:10,SN-Router-04112,single_band
TP-Link,Modem,MB8600,AA:BB:11:00:10:11,SN-Modem-04113,dual_band
Cisco,Access Point,EAP225,AA:BB:12:00:10:12,SN-AccessPoint-04114,single_band
Huawei,Switch,SG108,AA:BB:13:00:10:13,SN-Switch-04115,dual_band
Nokia,ONT,HG8145V5,AA:BB:14:00:10:14,SN-ONT-04116,single_band
ZTE,ONU,G-140W-C,AA:BB:15:00:10:15,SN-ONU-04117,dual_band
TP-Link,Router,Archer C6,AA:BB:16:00:10:16,SN-Router-04118,single_band
Cisco,Modem,MB8600,AA:BB:17:00:10:17,SN-Modem-04119,dual_band
Huawei,Access Point,EAP225,AA:BB:18:00:10:18,SN-AccessPoint-04120,single_band
Nokia,Switch,SG108,AA:BB:19:00:10:19,SN-Switch-04121,dual_band
ZTE,ONT,HG8145V5,AA:BB:1A:00:10:1A,SN-ONT-04122,single_band
TP-Link,ONU,G-140W-C,AA:BB:1B:00:10:1B,SN-ONU-04123,dual_band
Cisco,Router,Archer C6,AA:BB:1C:00:10:1C,SN-Router-04124,single_band
Huawei,Modem,MB8600,AA:BB:1D:00:10:1D,SN-Modem-04125,dual_band
Nokia,Access Point,EAP225,AA:BB:1E:00:10:1E,SN-AccessPoint-04126,single_band
ZTE,Switch,SG108,AA:BB:1F:00:10:1F,SN-Switch-04127,dual_band
TP-Link,ONT,HG8145V5,AA:BB:20:00:10:20,SN-ONT-04128,single_band
Cisco,ONU,G-140W-C,AA:BB:21:00:10:21,SN-ONU-04129,dual_band
Huawei,Router,Archer C6,AA:BB:22:00:10:22,SN-Router-04130,single_band
Nokia,Modem,MB8600,AA:BB:23:00:10:23,SN-Modem-04131,dual_band
ZTE,Access Point,EAP225,AA:BB:24:00:10:24,SN-AccessPoint-04132,single_band
TP-Link,Switch,SG108,AA:BB:25:00:10:25,SN-Switch-04133,dual_band
Cisco,ONT,HG8145V5,AA:BB:26:00:10:26,SN-ONT-04134,single_band
Huawei,ONU,G-140W-C,AA:BB:27:00:10:27,SN-ONU-04135,dual_band
Nokia,Router,Archer C6,AA:BB:28:00:10:28,SN-Router-04136,single_band
ZTE,Modem,MB8600,AA:BB:29:00:10:29,SN-Modem-04137,dual_band
TP-Link,Access Point,EAP225,AA:BB:2A:00:10:2A,SN-AccessPoint-04138,single_band
Cisco,Switch,SG108,AA:BB:2B:00:10:2B,SN-Switch-04139,dual_band
Huawei,ONT,HG8145V5,AA:BB:2C:00:10:2C,SN-ONT-04140,single_band
Nokia,ONU,G-140W-C,AA:BB:2D:00:10:2D,SN-ONU-04141,dual_band
ZTE,Router,Archer C6,AA:BB:2E:00:10:2E,SN-Router-04142,single_band
TP-Link,Modem,MB8600,AA:BB:2F:00:10:2F,SN-Modem-04143,dual_band
Cisco,Access Point,EAP225,AA:BB:30:00:10:30,SN-AccessPoint-04144,single_band
Huawei,Switch,SG108,AA:BB:31:00:10:31,SN-Switch-04145,dual_band
Nokia,ONT,HG8145V5,AA:BB:32:00:10:32,SN-ONT-04146,single_band
ZTE,ONU,G-140W-C,AA:BB:33:00:10:33,SN-ONU-04147,dual_band
TP-Link,Router,Archer C6,AA:BB:34:00:10:34,SN-Router-04148,single_band
Cisco,Modem,MB8600,AA:BB:35:00:10:35,SN-Modem-04149,dual_band
Huawei,Access Point,EAP225,AA:BB:36:00:10:36,SN-AccessPoint-04150,single_band
Nokia,Switch,SG108,AA:BB:37:00:10:37,SN-Switch-04151,dual_band
ZTE,ONT,HG8145V5,AA:BB:38:00:10:38,SN-ONT-04152,single_band
TP-Link,ONU,G-140W-C,AA:BB:39:00:10:39,SN-ONU-04153,dual_band
Cisco,Router,Archer C6,AA:BB:3A:00:10:3A,SN-Router-04154,single_band
Huawei,Modem,MB8600,AA:BB:3B:00:10:3B,SN-Modem-04155,dual_band
Nokia,Access Point,EAP225,AA:BB:3C:00:10:3C,SN-AccessPoint-04156,single_band
ZTE,Switch,SG108,AA:BB:3D:00:10:3D,SN-Switch-04157,dual_band
TP-Link,ONT,HG8145V5,AA:BB:3E:00:10:3E,SN-ONT-04158,single_band
Cisco,ONU,G-140W-C,AA:BB:3F:00:10:3F,SN-ONU-04159,dual_band
Huawei,Router,Archer C6,AA:BB:40:00:10:40,SN-Router-04160,single_band
Nokia,Modem,MB8600,AA:BB:41:00:10:41,SN-Modem-04161,dual_band
ZTE,Access Point,EAP225,AA:BB:42:00:10:42,SN-AccessPoint-04162,single_band
TP-Link,Switch,SG108,AA:BB:43:00:10:43,SN-Switch-04163,dual_band
Cisco,ONT,HG8145V5,AA:BB:44:00:10:44,SN-ONT-04164,single_band
Huawei,ONU,G-140W-C,AA:BB:45:00:10:45,SN-ONU-04165,dual_band
Nokia,Router,Archer C6,AA:BB:46:00:10:46,SN-Router-04166,single_band
ZTE,Modem,MB8600,AA:BB:47:00:10:47,SN-Modem-04167,dual_band
TP-Link,Access Point,EAP225,AA:BB:48:00:10:48,SN-AccessPoint-04168,single_band
Cisco,Switch,SG108,AA:BB:49:00:10:49,SN-Switch-04169,dual_band
Huawei,ONT,HG8145V5,AA:BB:4A:00:10:4A,SN-ONT-04170,single_band
Nokia,ONU,G-140W-C,AA:BB:4B:00:10:4B,SN-ONU-04171,dual_band
ZTE,Router,Archer C6,AA:BB:4C:00:10:4C,SN-Router-04172,single_band
TP-Link,Modem,MB8600,AA:BB:4D:00:10:4D,SN-Modem-04173,dual_band
Cisco,Access Point,EAP225,AA:BB:4E:00:10:4E,SN-AccessPoint-04174,single_band
Huawei,Switch,SG108,AA:BB:4F:00:10:4F,SN-Switch-04175,dual_band
Nokia,ONT,HG8145V5,AA:BB:50:00:10:50,SN-ONT-04176,single_band
ZTE,ONU,G-140W-C,AA:BB:51:00:10:51,SN-ONU-04177,dual_band
TP-Link,Router,Archer C6,AA:BB:52:00:10:52,SN-Router-04178,single_band
Cisco,Modem,MB8600,AA:BB:53:00:10:53,SN-Modem-04179,dual_band
Huawei,Access Point,EAP225,AA:BB:54:00:10:54,SN-AccessPoint-04180,single_band
Nokia,Switch,SG108,AA:BB:55:00:10:55,SN-Switch-04181,dual_band
ZTE,ONT,HG8145V5,AA:BB:56:00:10:56,SN-ONT-04182,single_band
TP-Link,ONU,G-140W-C,AA:BB:57:00:10:57,SN-ONU-04183,dual_band
Cisco,Router,Archer C6,AA:BB:58:00:10:58,SN-Router-04184,single_band
Huawei,Modem,MB8600,AA:BB:59:00:10:59,SN-Modem-04185,dual_band
Nokia,Access Point,EAP225,AA:BB:5A:00:10:5A,SN-AccessPoint-04186,single_band
ZTE,Switch,SG108,AA:BB:5B:00:10:5B,SN-Switch-04187,dual_band
TP-Link,ONT,HG8145V5,AA:BB:5C:00:10:5C,SN-ONT-04188,single_band
Cisco,ONU,G-140W-C,AA:BB:5D:00:10:5D,SN-ONU-04189,dual_band
Huawei,Router,Archer C6,AA:BB:5E:00:10:5E,SN-Router-04190,single_band
Nokia,Modem,MB8600,AA:BB:5F:00:10:5F,SN-Modem-04191,dual_band
ZTE,Access Point,EAP225,AA:BB:60:00:10:60,SN-AccessPoint-04192,single_band
TP-Link,Switch,SG108,AA:BB:61:00:10:61,SN-Switch-04193,dual_band
Cisco,ONT,HG8145V5,AA:BB:62:00:10:62,SN-ONT-04194,single_band
Huawei,ONU,G-140W-C,AA:BB:63:00:10:63,SN-ONU-04195,dual_band
Nokia,Router,Archer C6,AA:BB:64:00:10:64,SN-Router-04196,single_band
ZTE,Modem,MB8600,AA:BB:65:00:10:65,SN-Modem-04197,dual_band
TP-Link,Access Point,EAP225,AA:BB:66:00:10:66,SN-AccessPoint-04198,single_band
Cisco,Switch,SG108,AA:BB:67:00:10:67,SN-Switch-04199,dual_band
Huawei,ONT,HG8145V5,AA:BB:68:00:10:68,SN-ONT-04200,single_band
Nokia,ONU,G-140W-C,AA:BB:69:00:10:69,SN-ONU-04201,dual_band
ZTE,Router,Archer C6,AA:BB:6A:00:10:6A,SN-Router-04202,single_band
TP-Link,Modem,MB8600,AA:BB:6B:00:10:6B,SN-Modem-04203,dual_band
Cisco,Access Point,EAP225,AA:BB:6C:00:10:6C,SN-AccessPoint-04204,single_band
Huawei,Switch,SG108,AA:BB:6D:00:10:6D,SN-Switch-04205,dual_band
Nokia,ONT,HG8145V5,AA:BB:6E:00:10:6E,SN-ONT-04206,single_band
ZTE,ONU,G-140W-C,AA:BB:6F:00:10:6F,SN-ONU-04207,dual_band
TP-Link,Router,Archer C6,AA:BB:70:00:10:70,SN-Router-04208,single_band
Cisco,Modem,MB8600,AA:BB:71:00:10:71,SN-Modem-04209,dual_band
Huawei,Access Point,EAP225,AA:BB:72:00:10:72,SN-AccessPoint-04210,single_band
Nokia,Switch,SG108,AA:BB:73:00:10:73,SN-Switch-04211,dual_band
ZTE,ONT,HG8145V5,AA:BB:74:00:10:74,SN-ONT-04212,single_band
TP-Link,ONU,G-140W-C,AA:BB:75:00:10:75,SN-ONU-04213,dual_band
Cisco,Router,Archer C6,AA:BB:76:00:10:76,SN-Router-04214,single_band
Huawei,Modem,MB8600,AA:BB:77:00:10:77,SN-Modem-04215,dual_band
Nokia,Access Point,EAP225,AA:BB:78:00:10:78,SN-AccessPoint-04216,single_band
ZTE,Switch,SG108,AA:BB:79:00:10:79,SN-Switch-04217,dual_band
TP-Link,ONT,HG8145V5,AA:BB:7A:00:10:7A,SN-ONT-04218,single_band
Cisco,ONU,G-140W-C,AA:BB:7B:00:10:7B,SN-ONU-04219,dual_band
Huawei,Router,Archer C6,AA:BB:7C:00:10:7C,SN-Router-04220,single_band
Nokia,Modem,MB8600,AA:BB:7D:00:10:7D,SN-Modem-04221,dual_band
ZTE,Access Point,EAP225,AA:BB:7E:00:10:7E,SN-AccessPoint-04222,single_band
TP-Link,Switch,SG108,AA:BB:7F:00:10:7F,SN-Switch-04223,dual_band
Cisco,ONT,HG8145V5,AA:BB:80:00:10:80,SN-ONT-04224,single_band
Huawei,ONU,G-140W-C,AA:BB:81:00:11:81,SN-ONU-04225,dual_band
Nokia,Router,Archer C6,AA:BB:82:00:11:82,SN-Router-04226,single_band
ZTE,Modem,MB8600,AA:BB:83:00:11:83,SN-Modem-04227,dual_band
TP-Link,Access Point,EAP225,AA:BB:84:00:11:84,SN-AccessPoint-04228,single_band
Cisco,Switch,SG108,AA:BB:85:00:11:85,SN-Switch-04229,dual_band
Huawei,ONT,HG8145V5,AA:BB:86:00:11:86,SN-ONT-04230,single_band
Nokia,ONU,G-140W-C,AA:BB:87:00:11:87,SN-ONU-04231,dual_band
ZTE,Router,Archer C6,AA:BB:88:00:11:88,SN-Router-04232,single_band
TP-Link,Modem,MB8600,AA:BB:89:00:11:89,SN-Modem-04233,dual_band
Cisco,Access Point,EAP225,AA:BB:8A:00:11:8A,SN-AccessPoint-04234,single_band
