Vendor,device_type,model,mac_address,serial_number,band_type
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0F:35,SN-ONT-03893,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0F:36,SN-ONU-03894,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0F:37,SN-Router-03895,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0F:38,SN-Switch-03896,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0F:39,SN-Modem-03897,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0F:3A,SN-AccessPoint-03898,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0F:3B,SN-Other-03899,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0F:3C,SN-ONT-03900,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0F:3D,SN-ONU-03901,single_band
ZTE,Router,RV340,AA:BC:10:00:0F:3E,SN-Router-03902,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0F:3F,SN-Switch-03903,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0F:40,SN-Modem-03904,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0F:41,SN-AccessPoint-03905,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0F:42,SN-Other-03906,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0F:43,SN-ONT-03907,single_band
ZTE,ONU,F601,AA:BC:10:00:0F:44,SN-ONU-03908,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0F:45,SN-Router-03909,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0F:46,SN-Switch-03910,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0F:47,SN-Modem-03911,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0F:48,SN-AccessPoint-03912,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0F:49,SN-Other-03913,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0F:4A,SN-ONT-03914,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0F:4B,SN-ONU-03915,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0F:4C,SN-Router-03916,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0F:4D,SN-Switch-03917,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0F:4E,SN-Modem-03918,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0F:4F,SN-AccessPoint-03919,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0F:50,SN-Other-03920,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0F:51,SN-ONT-03921,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0F:52,SN-ONU-03922,dual_band
Cisco,Router,RV340,AA:BC:10:00:0F:53,SN-Router-03923,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0F:54,SN-Switch-03924,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0F:55,SN-Modem-03925,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0F:56,SN-AccessPoint-03926,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0F:57,SN-Other-03927,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0F:58,SN-ONT-03928,dual_band
Cisco,ONU,F601,AA:BC:10:00:0F:59,SN-ONU-03929,single_band
D-Link,Router,AX1800,AA:BC:10:00:0F:5A,SN-Router-03930,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0F:5B,SN-Switch-03931,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0F:5C,SN-Modem-03932,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0F:5D,SN-AccessPoint-03933,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0F:5E,SN-Other-03934,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0F:5F,SN-ONT-03935,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0F:60,SN-ONU-03936,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0F:61,SN-Router-03937,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0F:62,SN-Switch-03938,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0F:63,SN-Modem-03939,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0F:64,SN-AccessPoint-03940,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0F:65,SN-Other-03941,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0F:66,SN-ONT-03942,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0F:67,SN-ONU-03943,single_band
ZTE,Router,RV340,AA:BC:10:00:0F:68,SN-Router-03944,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0F:69,SN-Switch-03945,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0F:6A,SN-Modem-03946,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0F:6B,SN-AccessPoint-03947,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0F:6C,SN-Other-03948,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0F:6D,SN-ONT-03949,single_band
ZTE,ONU,F601,AA:BC:10:00:0F:6E,SN-ONU-03950,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0F:6F,SN-Router-03951,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0F:70,SN-Switch-03952,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0F:71,SN-Modem-03953,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0F:72,SN-AccessPoint-03954,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0F:73,SN-Other-03955,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0F:74,SN-ONT-03956,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0F:75,SN-ONU-03957,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0F:76,SN-Router-03958,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0F:77,SN-Switch-03959,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0F:78,SN-Modem-03960,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0F:79,SN-AccessPoint-03961,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0F:7A,SN-Other-03962,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0F:7B,SN-ONT-03963,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0F:7C,SN-ONU-03964,dual_band
Cisco,Router,RV340,AA:BC:10:00:0F:7D,SN-Router-03965,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0F:7E,SN-Switch-03966,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0F:7F,SN-Modem-03967,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0F:80,SN-AccessPoint-03968,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0F:81,SN-Other-03969,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0F:82,SN-ONT-03970,dual_band
Cisco,ONU,F601,AA:BC:10:00:0F:83,SN-ONU-03971,single_band
D-Link,Router,AX1800,AA:BC:10:00:0F:84,SN-Router-03972,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0F:85,SN-Switch-03973,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0F:86,SN-Modem-03974,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0F:87,SN-AccessPoint-03975,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0F:88,SN-Other-03976,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0F:89,SN-ONT-03977,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0F:8A,SN-ONU-03978,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0F:8B,SN-Router-03979,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0F:8C,SN-Switch-03980,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0F:8D,SN-Modem-03981,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0F:8E,SN-AccessPoint-03982,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0F:8F,SN-Other-03983,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0F:90,SN-ONT-03984,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0F:91,SN-ONU-03985,single_band
ZTE,Router,RV340,AA:BC:10:00:0F:92,SN-Router-03986,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0F:93,SN-Switch-03987,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0F:94,SN-Modem-03988,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0F:95,SN-AccessPoint-03989,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0F:96,SN-Other-03990,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0F:97,SN-ONT-03991,single_band
ZTE,ONU,F601,AA:BC:10:00:0F:98,SN-ONU-03992,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0F:99,SN-Router-03993,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0F:9A,SN-Switch-03994,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0F:9B,SN-Modem-03995,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0F:9C,SN-AccessPoint-03996,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0F:9D,SN-Other-03997,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0F:9E,SN-ONT-03998,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0F:9F,SN-ONU-03999,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0F:A0,SN-Router-04000,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0F:A1,SN-Switch-04001,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0F:A2,SN-Modem-04002,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0F:A3,SN-AccessPoint-04003,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0F:A4,SN-Other-04004,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0F:A5,SN-ONT-04005,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0F:A6,SN-ONU-04006,dual_band
Cisco,Router,RV340,AA:BC:10:00:0F:A7,SN-Router-04007,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0F:A8,SN-Switch-04008,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0F:A9,SN-Modem-04009,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0F:AA,SN-AccessPoint-04010,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0F:AB,SN-Other-04011,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0F:AC,SN-ONT-04012,dual_band
Cisco,ONU,F601,AA:BC:10:00:0F:AD,SN-ONU-04013,single_band
D-Link,Router,AX1800,AA:BC:10:00:0F:AE,SN-Router-04014,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0F:AF,SN-Switch-04015,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0F:B0,SN-Modem-04016,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0F:B1,SN-AccessPoint-04017,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0F:B2,SN-Other-04018,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0F:B3,SN-ONT-04019,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0F:B4,SN-ONU-04020,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0F:B5,SN-Router-04021,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0F:B6,SN-Switch-04022,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0F:B7,SN-Modem-04023,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0F:B8,SN-AccessPoint-04024,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0F:B9,SN-Other-04025,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0F:BA,SN-ONT-04026,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0F:BB,SN-ONU-04027,single_band
ZTE,Router,RV340,AA:BC:10:00:0F:BC,SN-Router-04028,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0F:BD,SN-Switch-04029,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0F:BE,SN-Modem-04030,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0F:BF,SN-AccessPoint-04031,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0F:C0,SN-Other-04032,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0F:C1,SN-ONT-04033,single_band
ZTE,ONU,F601,AA:BC:10:00:0F:C2,SN-ONU-04034,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0F:C3,SN-Router-04035,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0F:C4,SN-Switch-04036,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0F:C5,SN-Modem-04037,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0F:C6,SN-AccessPoint-04038,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0F:C7,SN-Other-04039,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0F:C8,SN-ONT-04040,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0F:C9,SN-ONU-04041,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0F:CA,SN-Router-04042,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0F:CB,SN-Switch-04043,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0F:CC,SN-Modem-04044,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0F:CD,SN-AccessPoint-04045,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0F:CE,SN-Other-04046,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0F:CF,SN-ONT-04047,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0F:D0,SN-ONU-04048,dual_band
Cisco,Router,RV340,AA:BC:10:00:0F:D1,SN-Router-04049,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0F:D2,SN-Switch-04050,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0F:D3,SN-Modem-04051,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0F:D4,SN-AccessPoint-04052,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0F:D5,SN-Other-04053,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0F:D6,SN-ONT-04054,dual_band
Cisco,ONU,F601,AA:BC:10:00:0F:D7,SN-ONU-04055,single_band
D-Link,Router,AX1800,AA:BC:10:00:0F:D8,SN-Router-04056,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0F:D9,SN-Switch-04057,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0F:DA,SN-Modem-04058,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0F:DB,SN-AccessPoint-04059,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0F:DC,SN-Other-04060,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0F:DD,SN-ONT-04061,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0F:DE,SN-ONU-04062,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0F:DF,SN-Router-04063,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0F:E0,SN-Switch-04064,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0F:E1,SN-Modem-04065,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0F:E2,SN-AccessPoint-04066,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0F:E3,SN-Other-04067,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0F:E4,SN-ONT-04068,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0F:E5,SN-ONU-04069,single_band
ZTE,Router,RV340,AA:BC:10:00:0F:E6,SN-Router-04070,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0F:E7,SN-Switch-04071,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0F:E8,SN-Modem-04072,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0F:E9,SN-AccessPoint-04073,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0F:EA,SN-Other-04074,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0F:EB,SN-ONT-04075,single_band
ZTE,ONU,F601,AA:BC:10:00:0F:EC,SN-ONU-04076,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0F:ED,SN-Router-04077,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0F:EE,SN-Switch-04078,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0F:EF,SN-Modem-04079,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0F:F0,SN-AccessPoint-04080,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0F:F1,SN-Other-04081,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0F:F2,SN-ONT-04082,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0F:F3,SN-ONU-04083,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0F:F4,SN-Router-04084,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0F:F5,SN-Switch-04085,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0F:F6,SN-Modem-04086,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0F:F7,SN-AccessPoint-04087,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0F:F8,SN-Other-04088,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0F:F9,SN-ONT-04089,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0F:FA,SN-ONU-04090,dual_band
Cisco,Router,RV340,AA:BC:10:00:0F:FB,SN-Router-04091,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0F:FC,SN-Switch-04092,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0F:FD,SN-Modem-04093,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0F:FE,SN-AccessPoint-04094,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0F:FF,SN-Other-04095,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:10:00,SN-ONT-04096,dual_band
Cisco,ONU,F601,AA:BC:10:00:10:01,SN-ONU-04097,single_band
D-Link,Router,AX1800,AA:BC:10:00:10:02,SN-Router-04098,dual_band
Huawei,Switch,SG108,AA:BC:10:00:10:03,SN-Switch-04099,single_band
ZTE,Modem,CM1200,AA:BC:10:00:10:04,SN-Modem-04100,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:10:05,SN-AccessPoint-04101,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:10:06,SN-Other-04102,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:10:07,SN-ONT-04103,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:10:08,SN-ONU-04104,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:10:09,SN-Router-04105,single_band
ZTE,Switch,CBS110,AA:BC:10:00:10:0A,SN-Switch-04106,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:10:0B,SN-Modem-04107,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:10:0C,SN-AccessPoint-04108,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:10:0D,SN-Other-04109,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:10:0E,SN-ONT-04110,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:10:0F,SN-ONU-04111,single_band
ZTE,Router,RV340,AA:BC:10:00:10:10,SN-Router-04112,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:10:11,SN-Switch-04113,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:10:12,SN-Modem-04114,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:10:13,SN-AccessPoint-04115,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:10:14,SN-Other-04116,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:10:15,SN-ONT-04117,single_band
ZTE,ONU,F601,AA:BC:10:00:10:16,SN-ONU-04118,dual_band
Nokia,Router,AX1800,AA:BC:10:00:10:17,SN-Router-04119,single_band
TP-Link,Switch,SG108,AA:BC:10:00:10:18,SN-Switch-04120,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:10:19,SN-Modem-04121,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:10:1A,SN-AccessPoint-04122,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:10:1B,SN-Other-04123,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:10:1C,SN-ONT-04124,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:10:1D,SN-ONU-04125,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:10:1E,SN-Router-04126,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:10:1F,SN-Switch-04127,single_band
D-Link,Modem,TC4400,AA:BC:10:00:10:20,SN-Modem-04128,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:10:21,SN-AccessPoint-04129,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:10:22,SN-Other-04130,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:10:23,SN-ONT-04131,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:10:24,SN-ONU-04132,dual_band
Cisco,Router,RV340,AA:BC:10:00:10:25,SN-Router-04133,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:10:26,SN-Switch-04134,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:10:27,SN-Modem-04135,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:10:28,SN-AccessPoint-04136,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:10:29,SN-Other-04137,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:10:2A,SN-ONT-04138,dual_band
Cisco,ONU,F601,AA:BC:10:00:10:2B,SN-ONU-04139,single_band
D-Link,Router,AX1800,AA:BC:10:00:10:2C,SN-Router-04140,dual_band
Huawei,Switch,SG108,AA:BC:10:00:10:2D,SN-Switch-04141,single_band
ZTE,Modem,CM1200,AA:BC:10:00:10:2E,SN-Modem-04142,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:10:2F,SN-AccessPoint-04143,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:10:30,SN-Other-04144,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:10:31,SN-ONT-04145,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:10:32,SN-ONU-04146,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:10:33,SN-Router-04147,single_band
ZTE,Switch,CBS110,AA:BC:10:00:10:34,SN-Switch-04148,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:10:35,SN-Modem-04149,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:10:36,SN-AccessPoint-04150,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:10:37,SN-Other-04151,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:10:38,SN-ONT-04152,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:10:39,SN-ONU-04153,single_band
ZTE,Router,RV340,AA:BC:10:00:10:3A,SN-Router-04154,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:10:3B,SN-Switch-04155,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:10:3C,SN-Modem-04156,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:10:3D,SN-AccessPoint-04157,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:10:3E,SN-Other-04158,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:10:3F,SN-ONT-04159,single_band
ZTE,ONU,F601,AA:BC:10:00:10:40,SN-ONU-04160,dual_band
Nokia,Router,AX1800,AA:BC:10:00:10:41,SN-Router-04161,single_band
TP-Link,Switch,SG108,AA:BC:10:00:10:42,SN-Switch-04162,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:10:43,SN-Modem-04163,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:10:44,SN-AccessPoint-04164,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:10:45,SN-Other-04165,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:10:46,SN-ONT-04166,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:10:47,SN-ONU-04167,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:10:48,SN-Router-04168,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:10:49,SN-Switch-04169,single_band
D-Link,Modem,TC4400,AA:BC:10:00:10:4A,SN-Modem-04170,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:10:4B,SN-AccessPoint-04171,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:10:4C,SN-Other-04172,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:10:4D,SN-ONT-04173,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:10:4E,SN-ONU-04174,dual_band
Cisco,Router,RV340,AA:BC:10:00:10:4F,SN-Router-04175,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:10:50,SN-Switch-04176,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:10:51,SN-Modem-04177,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:10:52,SN-AccessPoint-04178,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:10:53,SN-Other-04179,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:10:54,SN-ONT-04180,dual_band
Cisco,ONU,F601,AA:BC:10:00:10:55,SN-ONU-04181,single_band
D-Link,Router,AX1800,AA:BC:10:00:10:56,SN-Router-04182,dual_band
Huawei,Switch,SG108,AA:BC:10:00:10:57,SN-Switch-04183,single_band
ZTE,Modem,CM1200,AA:BC:10:00:10:58,SN-Modem-04184,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:10:59,SN-AccessPoint-04185,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:10:5A,SN-Other-04186,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:10:5B,SN-ONT-04187,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:10:5C,SN-ONU-04188,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:10:5D,SN-Router-04189,single_band
ZTE,Switch,CBS110,AA:BC:10:00:10:5E,SN-Switch-04190,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:10:5F,SN-Modem-04191,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:10:60,SN-AccessPoint-04192,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:10:61,SN-Other-04193,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:10:62,SN-ONT-04194,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:10:63,SN-ONU-04195,single_band
ZTE,Router,RV340,AA:BC:10:00:10:64,SN-Router-04196,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:10:65,SN-Switch-04197,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:10:66,SN-Modem-04198,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:10:67,SN-AccessPoint-04199,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:10:68,SN-Other-04200,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:10:69,SN-ONT-04201,single_band
